92	chrI	4145313	4147182
93	chrI	4145313	4147182
94	chrI	4155542	4158733
95	chrI	4155542	4158733
96	chrI	4159006	4161149
97	chrI	4172433	4173739
98	chrI	4177305	4178449
99	chrI	4193241	4203305
100	chrI	4242821	4247582
101	chrI	4268070	4270295
102	chrI	4318033	4359091
103	chrI	4382563	4385220
104	chrI	4409689	4426181
105	chrI	4428455	4444346
106	chrI	4428455	4444346
107	chrI	4428455	4444346
108	chrI	4451194	4456805
109	chrI	4457375	4469461
110	chrI	4481198	4508940
111	chrI	4517260	4518491
112	chrI	4578606	4579740
113	chrI	4583873	4584512
114	chrI	4597914	4602672
115	chrI	4603217	4605380
116	chrI	4634099	4635622
117	chrI	4635743	4637328
118	chrI	4721131	4723960
119	chrI	4727280	4730366
120	chrI	4731603	4735278
121	chrI	4738170	4747476
122	chrI	4769687	4771379
123	chrI	4771347	4773705
124	chrI	4789226	4790646
125	chrI	4790639	4792560
126	chrI	4906786	4911831
127	chrI	4911805	4915196
128	chrI	4911805	4915196
129	chrI	4928507	4932178
130	chrI	4964623	4967188
131	chrI	5014351	5016260
132	chrI	5027149	5041159
133	chrI	5027149	5041159
134	chrI	5027149	5041159
135	chrI	5027149	5041159
136	chrI	5027149	5041159
137	chrI	5079910	5082279
138	chrI	5131288	5134105
139	chrI	5162598	5164891
140	chrI	5171275	5176664
141	chrI	5186926	5189238
142	chrI	5204530	5219813
143	chrI	5284026	5291604
144	chrI	5300852	5317392
145	chrI	5300852	5317392
146	chrI	5300852	5317392
147	chrI	5300852	5317392
148	chrI	5300852	5317392
149	chrI	5300852	5317392
150	chrI	5354160	5357039
151	chrI	5372849	5394460
152	chrI	5372849	5394460
153	chrI	5372849	5394460
154	chrI	5372849	5394460
155	chrI	5372849	5394460
156	chrI	5402884	5412400
157	chrI	5412841	5415635
158	chrI	5428533	5429908
159	chrI	5430157	5431450
160	chrI	5546118	5561689
161	chrI	5583391	5607529
162	chrI	5607820	5608847
163	chrI	5627812	5637622
164	chrI	5649756	5653648
165	chrI	5669947	5673354
166	chrI	5692258	5697506
167	chrI	5776146	5788611
168	chrI	5803956	5807291
169	chrI	5807707	5815638
170	chrI	5808420	5810004
171	chrI	5862643	5869960
172	chrI	5986443	5990586
173	chrI	5992659	6007592
174	chrI	6009782	6011586
175	chrI	6070232	6078895
176	chrI	6081782	6086006
177	chrI	6081782	6086006
178	chrI	6090009	6090919
179	chrI	6095060	6096589
180	chrI	6105863	6107717
181	chrI	6120416	6126875
182	chrI	6150893	6157457
183	chrI	6164707	6166545
184	chrI	6167940	6168645
185	chrI	6200794	6202080
186	chrI	6203897	6206927
187	chrI	6206955	6214222
188	chrI	6211981	6214645
189	chrI	6220089	6220766
190	chrI	6290314	6297636
191	chrI	6315098	6317267
192	chrI	6317697	6320365
193	chrI	6364886	6366229
194	chrI	6366331	6368079
195	chrI	6386143	6392530
196	chrI	6409049	6417006
197	chrI	6409049	6417006
198	chrI	6418565	6418840
199	chrI	6554729	6558665
200	chrI	6554729	6558665
201	chrI	6563629	6564451
202	chrI	6722963	6723028
203	chrI	6724867	6728330
204	chrI	6724867	6728330
205	chrI	6731270	6733859
206	chrI	6731270	6733859
207	chrI	6736677	6741880
208	chrI	6753067	6756354
209	chrI	6758161	6760180
210	chrI	6798228	6799674
211	chrI	6838354	6843343
212	chrI	6862356	6870902
213	chrI	6862356	6870902
214	chrI	6940220	6943077
215	chrI	6967669	6970190
216	chrI	6974558	6977100
217	chrI	6989056	6992112
218	chrI	7015908	7020797
219	chrI	7015908	7020797
220	chrI	7053688	7054912
221	chrI	7057170	7059351
222	chrI	7057170	7059351
223	chrI	7075918	7079566
224	chrI	7079605	7082010
225	chrI	7088025	7090418
226	chrI	7091309	7094723
227	chrI	7152461	7156868
228	chrI	7172463	7174156
229	chrI	7278707	7279625
230	chrI	7282960	7283818
231	chrI	7291266	7293447
232	chrI	7301003	7303227
233	chrI	7312796	7314279
234	chrI	7347222	7350386
235	chrI	7347222	7350386
236	chrI	7354491	7357183
237	chrI	7354491	7357183
238	chrI	7404950	7408511
239	chrI	7472621	7476946
240	chrI	7472621	7476946
241	chrI	7480108	7483470
242	chrI	7489806	7492937
243	chrI	7489806	7492937
244	chrI	7486564	7494680
245	chrI	7495431	7503580
246	chrI	7536104	7542159
247	chrI	7559835	7562353
248	chrI	7574195	7578564
249	chrI	7578512	7580833
250	chrI	7578512	7580833
251	chrI	7591288	7602206
252	chrI	7596506	7602208
253	chrI	7656978	7658293
254	chrI	7656978	7658293
255	chrI	7701365	7702053
256	chrI	7702429	7704584
257	chrI	7704530	7718516
258	chrI	7725017	7727113
259	chrI	7740837	7872080
260	chrI	7740837	7872080
261	chrI	7773180	7777661
262	chrI	7848864	7853640
263	chrI	7740837	7872080
264	chrI	7740837	7872080
265	chrI	7740837	7872080
266	chrI	7740837	7872080
267	chrI	7872012	7875560
268	chrI	7934704	7938335
269	chrI	7960267	7961465
270	chrI	7966914	7968693
271	chrI	8024880	8026583
272	chrI	8134115	8135053
273	chrI	8212359	8218361
274	chrI	8224539	8226297
275	chrI	8245722	8250948
276	chrI	8296917	8307572
277	chrI	8296917	8307572
278	chrI	8417124	8435814
279	chrI	8549513	8570998
280	chrI	8610894	8612602
281	chrI	8615382	8616420
282	chrI	8683201	8687217
283	chrI	8727214	8728507
284	chrI	8804799	8808081
285	chrI	8813761	8814981
286	chrI	8815554	8845881
287	chrI	8864108	8865475
288	chrI	8864108	8865475
289	chrI	8867977	8868150
290	chrI	8869709	8871698
291	chrI	8876319	8893084
292	chrI	8970294	8973054
293	chrI	9049460	9055457
294	chrI	9056293	9057824
295	chrI	9095955	9100874
296	chrI	9095955	9100874
297	chrI	9100843	9108140
298	chrI	9118108	9123186
299	chrI	9130485	9135758
300	chrI	9138267	9145632
301	chrI	9141968	9144382
302	chrI	9138267	9145632
303	chrI	9149474	9153255
304	chrI	9159896	9163266
305	chrI	9162375	9166952
306	chrI	9168428	9177498
307	chrI	9246028	9249383
308	chrI	9265951	9270924
309	chrI	9271146	9278918
310	chrI	9271146	9278918
311	chrI	9289744	9304812
312	chrI	9327857	9330937
313	chrI	9364099	9389982
314	chrI	9364099	9389982
315	chrI	9393761	9404039
316	chrI	9393761	9404039
317	chrI	9422550	9431120
318	chrI	9422550	9431120
319	chrI	9422550	9431120
320	chrI	9578522	9581267
321	chrI	9605896	9609041
322	chrI	9618209	9619760
323	chrI	9625054	9625908
324	chrI	9653021	9657008
325	chrI	9660174	9664921
326	chrI	9669410	9670101
327	chrI	9689185	9690084
328	chrI	9722550	9726288
329	chrI	9737816	9744146
330	chrI	9774165	9779542
331	chrI	9788729	9790050
332	chrI	9788729	9790050
333	chrI	9850020	9857085
334	chrI	9850020	9857085
335	chrI	9869632	9874673
336	chrI	9931865	9934296
337	chrI	9936119	9938378
338	chrI	9980065	9984794
339	chrI	10030174	10046760
340	chrI	10030174	10046760
341	chrI	10050691	10062028
342	chrI	10119189	10122171
343	chrI	10177175	10178922
344	chrI	10227162	10233384
345	chrI	10291867	10297927
346	chrI	10300572	10327870
347	chrI	10300572	10327870
348	chrI	10381080	10382040
349	chrI	10401061	10402960
350	chrI	10409302	10414773
351	chrI	10409302	10414773
352	chrI	10429629	10432433
353	chrI	10517324	10518055
354	chrI	10526533	10530099
355	chrI	10532667	10534484
356	chrI	10547702	10553038
357	chrI	10553112	10553889
358	chrI	10562020	10564914
359	chrI	10562020	10564914
360	chrI	10648600	10654237
361	chrI	10750498	10776703
362	chrI	10750498	10776703
363	chrI	10750498	10776703
364	chrI	10750498	10776703
365	chrI	10806922	10808232
366	chrI	10831874	10834813
367	chrI	10926881	10933706
368	chrI	11011435	11014274
369	chrI	11248270	11250018
370	chrI	11248270	11250018
371	chrI	11323527	11333154
372	chrI	11364317	11374340
373	chrI	11501618	11507168
374	chrI	11517549	11527085
375	chrI	11572090	11577494
376	chrI	11578641	11579612
377	chrI	11578641	11579612
378	chrI	11582743	11586069
379	chrI	11701631	11703707
380	chrI	11747424	11804991
381	chrI	11836460	11849255
382	chrI	11836460	11849255
383	chrI	11930704	11931761
384	chrI	12060264	12064897
385	chrI	12107044	12108503
386	chrI	12108588	12112505
387	chrI	12108588	12112505
388	chrI	12183688	12189008
389	chrI	12183688	12189008
390	chrI	12232689	12235193
391	chrI	12505081	12508064
392	chrI	12505081	12508064
393	chrI	12518787	12528322
394	chrI	12518787	12528322
395	chrI	12528304	12532135
396	chrI	12551532	12552377
397	chrI	12565793	12572808
398	chrI	12565793	12572808
399	chrI	12575656	12585139
400	chrI	12647375	12652089
401	chrI	12655014	12656018
402	chrI	12665067	12668893
403	chrI	12733298	12736881
404	chrI	12815904	12816558
405	chrI	12918716	12919281
406	chrI	12946932	12951098
407	chrI	12962042	12966723
408	chrI	12970239	12978787
409	chrI	12995803	13012859
410	chrI	13033483	13045541
411	chrI	13083321	13085505
412	chrI	13085106	13103119
413	chrI	13104252	13106465
414	chrI	13143201	13144588
415	chrI	13143201	13144588
416	chrI	13287551	13289548
417	chrI	13298204	13300716
418	chrI	13337433	13338921
419	chrI	13360053	13366888
420	chrI	13381392	13384372
421	chrI	13411691	13412909
422	chrI	13418452	13426432
423	chrI	13455356	13470439
424	chrI	13482065	13491233
425	chrI	13482065	13491233
426	chrI	13560091	13563465
427	chrI	13586037	13588831
428	chrI	13661405	13674997
429	chrI	13692929	13702954
430	chrI	13751237	13756356
431	chrI	13797343	13802259
432	chrI	13806917	13814329
433	chrI	13854632	13859921
434	chrI	14048085	14051005
435	chrI	14075693	14078214
436	chrI	14113630	14114090
437	chrI	14418197	14431913
438	chrI	14469500	14476894
439	chrI	14647776	14651458
440	chrI	14657355	14661495
441	chrI	14688627	14692144
442	chrI	14720595	14721979
443	chrI	14737562	14738794
444	chrI	14755150	14756432
445	chrI	14759918	14761240
446	chrI	14913623	14952226
447	chrI	14913623	14952226
448	chrI	15040429	15044008
449	chrII	24666	25446
450	chrII	154875	156043
451	chrII	162322	170630
452	chrII	213163	216625
453	chrII	216867	221828
454	chrII	240721	273972
455	chrII	240721	273972
456	chrII	283887	286275
457	chrII	402580	404181
458	chrII	406131	410961
459	chrII	503229	506014
460	chrII	756195	765319
461	chrII	756195	765319
462	chrII	756195	765319
463	chrII	848815	849298
464	chrII	888305	890710
465	chrII	898043	901164
466	chrII	913672	915219
467	chrII	913672	915219
468	chrII	944066	946161
469	chrII	954934	956374
470	chrII	1004504	1018100
471	chrII	1004504	1018100
472	chrII	1004504	1018100
473	chrII	1004504	1018100
474	chrII	1028972	1033665
475	chrII	1097923	1100825
476	chrII	1101371	1104509
477	chrII	1108841	1110992
478	chrII	1132287	1140839
479	chrII	1132287	1140839
480	chrII	1132287	1140839
481	chrII	1135534	1152705
482	chrII	1135534	1152705
483	chrII	1233236	1252359
484	chrII	1233236	1252359
485	chrII	1297576	1299714
486	chrII	1321031	1323211
487	chrII	1350687	1355649
488	chrII	1402569	1403215
489	chrII	1510287	1517454
490	chrII	1519214	1520328
491	chrII	1540928	1542756
492	chrII	1577379	1579986
493	chrII	1597906	1599488
494	chrII	1601789	1604621
495	chrII	1609252	1610729
496	chrII	1631997	1636027
497	chrII	1653798	1657304
498	chrII	1670829	1674401
499	chrII	1728506	1730065
500	chrII	1772085	1778542
501	chrII	1818889	1820094
502	chrII	1830632	1831802
503	chrII	1836504	1840294
504	chrII	1843570	1846235
505	chrII	1851244	1852861
506	chrII	1851244	1852861
507	chrII	1871545	1873348
508	chrII	1898236	1898948
509	chrII	1936971	1939802
510	chrII	1948693	1949894
511	chrII	1994038	1995718
512	chrII	2085249	2090636
513	chrII	2098871	2104158
514	chrII	2116884	2122191
515	chrII	2176741	2182510
516	chrII	2182503	2186434
517	chrII	2290917	2292184
518	chrII	2316163	2317933
519	chrII	2320334	2321951
520	chrII	2323415	2326284
521	chrII	2335897	2337696
522	chrII	2414125	2417979
523	chrII	2418180	2420789
524	chrII	2426366	2429947
525	chrII	2443279	2451143
526	chrII	2443279	2451143
527	chrII	2452970	2458981
528	chrII	2565273	2575932
529	chrII	2586078	2586911
530	chrII	2678041	2679161
531	chrII	2731105	2735291
532	chrII	2751741	2752613
533	chrII	2787477	2793947
534	chrII	2828577	2834284
535	chrII	2889104	2900342
536	chrII	2991611	2994313
537	chrII	3014817	3017514
538	chrII	3058258	3062116
539	chrII	3071164	3076959
540	chrII	3222354	3222839
541	chrII	3245087	3246015
542	chrII	3295405	3296658
543	chrII	3296885	3298258
544	chrII	3318296	3323279
545	chrII	3318296	3323279
546	chrII	3323436	3326431
547	chrII	3482408	3490151
548	chrII	3500074	3502570
549	chrII	3519494	3520710
550	chrII	3521800	3523585
551	chrII	3553724	3554618
552	chrII	3557472	3567579
553	chrII	3662274	3662618
554	chrII	3683175	3684545
555	chrII	3751261	3752284
556	chrII	3785402	3786687
557	chrII	3787451	3788479
558	chrII	3807091	3808223
559	chrII	3812282	3813428
560	chrII	3898133	3900953
561	chrII	3950377	3972141
562	chrII	3950377	3972141
563	chrII	3950377	3972141
564	chrII	3987250	3988186
565	chrII	4004914	4016081
566	chrII	4043059	4044546
567	chrII	4091930	4094352
568	chrII	4188976	4194314
569	chrII	4186664	4208499
570	chrII	4295099	4299043
571	chrII	4299651	4301103
572	chrII	4305258	4307004
573	chrII	4369622	4376464
574	chrII	4372739	4376742
575	chrII	4433332	4435177
576	chrII	4435300	4436998
577	chrII	4491149	4505147
578	chrII	4551083	4552177
579	chrII	4590941	4601360
580	chrII	4603406	4604161
581	chrII	4603406	4604161
582	chrII	4674420	4676285
583	chrII	4693414	4696408
584	chrII	4698721	4700994
585	chrII	4706813	4710171
586	chrII	4710277	4713690
587	chrII	4716046	4718536
588	chrII	4716046	4718536
589	chrII	4713673	4726264
590	chrII	4713673	4726264
591	chrII	4740406	4741616
592	chrII	4742128	4745281
593	chrII	4764115	4766384
594	chrII	4770530	4771979
595	chrII	4777142	4778104
596	chrII	4791618	4795668
597	chrII	4798153	4812086
598	chrII	4798153	4812086
599	chrII	4852056	4857880
600	chrII	4852056	4857880
601	chrII	4879885	4881105
602	chrII	4881831	4883361
603	chrII	4883722	4884602
604	chrII	4889167	4891427
605	chrII	4891545	4893574
606	chrII	4899859	4902102
607	chrII	4905001	4911835
608	chrII	4911755	4914220
609	chrII	4914493	4925254
610	chrII	4914493	4925254
611	chrII	4914493	4925254
612	chrII	4914493	4925254
613	chrII	4941726	4942499
614	chrII	4938596	4942870
615	chrII	4944041	4945838
616	chrII	4954480	4955429
617	chrII	4955450	4959876
618	chrII	4942107	5031581
619	chrII	4942107	5031581
620	chrII	4942107	5031581
621	chrII	4994210	4998036
622	chrII	4942107	5031581
623	chrII	4942107	5031581
624	chrII	4942107	5031581
625	chrII	4942107	5031581
626	chrII	4942107	5031581
627	chrII	5022758	5029994
628	chrII	5031585	5034044
629	chrII	5036552	5040196
630	chrII	5054084	5055338
631	chrII	5056211	5058136
632	chrII	5083848	5091690
633	chrII	5083848	5091690
634	chrII	5104118	5108899
635	chrII	5104118	5108899
636	chrII	5110012	5112243
637	chrII	5138519	5142036
638	chrII	5179029	5187569
639	chrII	5179029	5187569
640	chrII	5179029	5187569
641	chrII	5179029	5187569
642	chrII	5179029	5187569
643	chrII	5203320	5209801
644	chrII	5203320	5209801
645	chrII	5233003	5235926
646	chrII	5233003	5235926
647	chrII	5236251	5238514
648	chrII	5270129	5278063
649	chrII	5278090	5282523
650	chrII	5278090	5282523
651	chrII	5292683	5293325
652	chrII	5293800	5295631
653	chrII	5323276	5340828
654	chrII	5323276	5340828
655	chrII	5323276	5340828
656	chrII	5323276	5340828
657	chrII	5323276	5340828
658	chrII	5323276	5340828
659	chrII	5323276	5340828
660	chrII	5350663	5351997
661	chrII	5352085	5353759
662	chrII	5357308	5358189
663	chrII	5371980	5373827
664	chrII	5376844	5384173
665	chrII	5376844	5384173
666	chrII	5384137	5387317
667	chrII	5387411	5389885
668	chrII	5424141	5425847
669	chrII	5425747	5429579
670	chrII	5425747	5429579
671	chrII	5474366	5478526
672	chrII	5503952	5509056
673	chrII	5509022	5514945
674	chrII	5509022	5514945
675	chrII	5515842	5517218
676	chrII	5549739	5552335
677	chrII	5556731	5557171
678	chrII	5561737	5563523
679	chrII	5570572	5575006
680	chrII	5570572	5575006
681	chrII	5586165	5587651
682	chrII	5599930	5603294
683	chrII	5617122	5619327
684	chrII	5626320	5630946
685	chrII	5661167	5665246
686	chrII	5661167	5665246
687	chrII	5669771	5689040
688	chrII	5696498	5698969
689	chrII	5699627	5701426
690	chrII	5742969	5745284
691	chrII	5746731	5754143
692	chrII	5746731	5754143
693	chrII	5746731	5754143
694	chrII	5746731	5754143
695	chrII	5772065	5774220
696	chrII	5782520	5787675
697	chrII	5803670	5805479
698	chrII	5803670	5805479
699	chrII	5830374	5831987
700	chrII	5836777	5838553
701	chrII	5842240	5844620
702	chrII	5845777	5850308
703	chrII	5865908	5867337
704	chrII	5867254	5873614
705	chrII	5867254	5873614
706	chrII	5867254	5873614
707	chrII	5884552	5892227
708	chrII	5911324	5916911
709	chrII	5911324	5916911
710	chrII	5928802	5940821
711	chrII	5928802	5940821
712	chrII	5928802	5940821
713	chrII	5928802	5940821
714	chrII	5928802	5940821
715	chrII	6048106	6049689
716	chrII	6050375	6054311
717	chrII	6247307	6250844
718	chrII	6257613	6260021
719	chrII	6270366	6274005
720	chrII	6283366	6284726
721	chrII	6283366	6284726
722	chrII	6324458	6327356
723	chrII	6329845	6331341
724	chrII	6335488	6335640
725	chrII	6336338	6339848
726	chrII	6343058	6345964
727	chrII	6346960	6347719
728	chrII	6346960	6347719
729	chrII	6352530	6355452
730	chrII	6360326	6360959
731	chrII	6371295	6374776
732	chrII	6381360	6381764
733	chrII	6383643	6384693
734	chrII	6403401	6405040
735	chrII	6446079	6449819
736	chrII	6456521	6471085
737	chrII	6488829	6489767
738	chrII	6517188	6521375
739	chrII	6563792	6565396
740	chrII	6584409	6588655
741	chrII	6588739	6591086
742	chrII	6623415	6625406
743	chrII	6627484	6629274
744	chrII	6631105	6637100
745	chrII	6631105	6637100
746	chrII	6661335	6665220
747	chrII	6661335	6665220
748	chrII	6666887	6673753
749	chrII	6674268	6679366
750	chrII	6700657	6701625
751	chrII	6720173	6729390
752	chrII	6779404	6781699
753	chrII	6799111	6800154
754	chrII	6835008	6847908
755	chrII	6835008	6847908
756	chrII	6835008	6847908
757	chrII	6848060	6851534
758	chrII	6852279	6853491
759	chrII	6880699	6883817
760	chrII	6884040	6887805
761	chrII	6888552	6890418
762	chrII	6912540	6913365
763	chrII	6917867	6918878
764	chrII	6924099	6925967
765	chrII	6928763	6947900
766	chrII	6928763	6947900
767	chrII	6928763	6947900
768	chrII	6947853	6951300
769	chrII	6951526	6955409
770	chrII	6967900	6970615
771	chrII	6970668	6972241
772	chrII	7022913	7024939
773	chrII	7073807	7075551
774	chrII	7075614	7077191
775	chrII	7111971	7112985
776	chrII	7152566	7155476
777	chrII	7155581	7160950
778	chrII	7183806	7185294
779	chrII	7192429	7195641
780	chrII	7200611	7201880
781	chrII	7206990	7208460
782	chrII	7232851	7235945
783	chrII	7235828	7238349
784	chrII	7250149	7252015
785	chrII	7256112	7258112
786	chrII	7290336	7291953
787	chrII	7302099	7305763
788	chrII	7350112	7352645
789	chrII	7363216	7364107
790	chrII	7478925	7480716
791	chrII	7529338	7530991
792	chrII	7554091	7555592
793	chrII	7618237	7620516
794	chrII	7627246	7651349
795	chrII	7658324	7662451
796	chrII	7690711	7695324
797	chrII	7690711	7695324
798	chrII	7701931	7705276
799	chrII	7755343	7756908
800	chrII	7757182	7758839
801	chrII	7773872	7777833
802	chrII	7779297	7781301
803	chrII	7863931	7866256
804	chrII	7884466	7900516
805	chrII	7884466	7900516
806	chrII	7884466	7900516
807	chrII	7900622	7904667
808	chrII	7942463	7945214
809	chrII	7942463	7945214
810	chrII	7995587	8004257
811	chrII	7995587	8004257
812	chrII	8012816	8015264
813	chrII	8028953	8032751
814	chrII	8062741	8066195
815	chrII	8067981	8073380
816	chrII	8067981	8073380
817	chrII	8075760	8076836
818	chrII	8078435	8080851
819	chrII	8088424	8092760
820	chrII	8107645	8108954
821	chrII	8185443	8187603
822	chrII	8204339	8207491
823	chrII	8222386	8229151
824	chrII	8243895	8248834
825	chrII	8249763	8251980
826	chrII	8264661	8267360
827	chrII	8276298	8277619
828	chrII	8326849	8329073
829	chrII	8381497	8383907
830	chrII	8388051	8389891
831	chrII	8400294	8404850
832	chrII	8412669	8416859
833	chrII	8449701	8452742
834	chrII	8477949	8480483
835	chrII	8485879	8487571
836	chrII	8487513	8509055
837	chrII	8515054	8516891
838	chrII	8515054	8516891
839	chrII	8517150	8518414
840	chrII	8559415	8561368
841	chrII	8559415	8561368
842	chrII	8563709	8566139
843	chrII	8566611	8566856
844	chrII	8569927	8571100
845	chrII	8625459	8627622
846	chrII	8651107	8658900
847	chrII	8669136	8684918
848	chrII	8703315	8703829
849	chrII	8716832	8722018
850	chrII	8743725	8747234
851	chrII	8743725	8747234
852	chrII	8743725	8747234
853	chrII	8790557	8791437
854	chrII	8922423	8924373
855	chrII	8966920	8969414
856	chrII	9005796	9019780
857	chrII	9005796	9019780
858	chrII	9054969	9056504
859	chrII	9059386	9061139
860	chrII	9091108	9093696
861	chrII	9099371	9100694
862	chrII	9113157	9132951
863	chrII	9113157	9132951
864	chrII	9113157	9132951
865	chrII	9113157	9132951
866	chrII	9173163	9177152
867	chrII	9178514	9188480
868	chrII	9210376	9213102
869	chrII	9231457	9232344
870	chrII	9236583	9249131
871	chrII	9271262	9278482
872	chrII	9285932	9289136
873	chrII	9292017	9294050
874	chrII	9295915	9310304
875	chrII	9295915	9310304
876	chrII	9324869	9329665
877	chrII	9466902	9468611
878	chrII	9469013	9470176
879	chrII	9584380	9586786
880	chrII	9589864	9591201
881	chrII	9596699	9597609
882	chrII	9598180	9605526
883	chrII	9598180	9605526
884	chrII	9617463	9624183
885	chrII	9617463	9624183
886	chrII	9656689	9657722
887	chrII	9657876	9659011
888	chrII	9713662	9718592
889	chrII	9732137	9738035
890	chrII	9738982	9742884
891	chrII	9738982	9742884
892	chrII	9742982	9746078
893	chrII	9775132	9775890
894	chrII	9779182	9781950
895	chrII	9783384	9787629
896	chrII	9788797	9793284
897	chrII	9798276	9800413
898	chrII	9800758	9802821
899	chrII	9892772	9894372
900	chrII	9931845	9934444
901	chrII	9931845	9934444
902	chrII	9934403	9936893
903	chrII	9934403	9936893
904	chrII	9971035	9975125
905	chrII	9971035	9975125
906	chrII	9985007	10000349
907	chrII	10000335	10001280
908	chrII	10030735	10033219
909	chrII	10033302	10039946
910	chrII	10033302	10039946
911	chrII	10134938	10135829
912	chrII	10157520	10169346
913	chrII	10198306	10200823
914	chrII	10231272	10236100
915	chrII	10388621	10393623
916	chrII	10388621	10393623
917	chrII	10395707	10396780
918	chrII	10443327	10445233
919	chrII	10450565	10452004
920	chrII	10468207	10470297
921	chrII	10496987	10502543
922	chrII	10537798	10539338
923	chrII	10539436	10542000
924	chrII	10542421	10555051
925	chrII	10542421	10555051
926	chrII	10560018	10563413
927	chrII	10560018	10563413
928	chrII	10593529	10594776
929	chrII	10595262	10596562
930	chrII	10652352	10657841
931	chrII	10652352	10657841
932	chrII	10652352	10657841
933	chrII	10690451	10693863
934	chrII	10785135	10787272
935	chrII	10796646	10798481
936	chrII	10812946	10819980
937	chrII	10824287	10841424
938	chrII	10843652	10855554
939	chrII	10857437	10860909
940	chrII	10863679	10868720
941	chrII	10870739	10872617
942	chrII	10924248	10924595
943	chrII	10926561	10931078
944	chrII	10950352	10951603
945	chrII	11130689	11132597
946	chrII	11142739	11150390
947	chrII	11150299	11152604
948	chrII	11156589	11162481
949	chrII	11156589	11162481
950	chrII	11222305	11226585
951	chrII	11281966	11283956
952	chrII	11290801	11293606
953	chrII	11343716	11345626
954	chrII	11348430	11350055
955	chrII	11418299	11423393
956	chrII	11435211	11438464
957	chrII	11448965	11451497
958	chrII	11451441	11452961
959	chrII	11468552	11469624
960	chrII	11472135	11473575
961	chrII	11483201	11485359
962	chrII	11489604	11493039
963	chrII	11535141	11538841
964	chrII	11535141	11538841
965	chrII	11545563	11547366
966	chrII	11547481	11558766
967	chrII	11568654	11569287
968	chrII	11571798	11573027
969	chrII	11592392	11596621
970	chrII	11601015	11611550
971	chrII	11612257	11614396
972	chrII	11614624	11633612
973	chrII	11646741	11649139
974	chrII	11649096	11651148
975	chrII	11691321	11695657
976	chrII	11728949	11731226
977	chrII	11731165	11732594
978	chrII	11739358	11742876
979	chrII	11742811	11756358
980	chrII	11756940	11761855
981	chrII	11757107	11759323
982	chrII	11756940	11761855
983	chrII	11790758	11797322
984	chrII	11835508	11837606
985	chrII	11865431	11874709
986	chrII	11961006	11962128
987	chrII	11965223	11967538
988	chrII	11975169	11977661
989	chrII	11975169	11977661
990	chrII	11979838	11989050
991	chrII	12028129	12036742
992	chrII	12049581	12059865
993	chrII	12065085	12067568
994	chrII	12072067	12088868
995	chrII	12185984	12189269
996	chrII	12185984	12189269
997	chrII	12345285	12352243
998	chrII	12423511	12425696
999	chrII	12459761	12460551
1000	chrII	12535753	12542415
1001	chrII	12542754	12544633
1002	chrII	12575691	12577748
1003	chrII	12679393	12679646
1004	chrII	12767218	12768223
1005	chrII	12788245	12796458
